step,aaa-uninformed_num,aaa-uninformed_coverage,aaa-disinformed_num,aaa-disinformed_coverage,aaa-informed_num,aaa-informed_coverage,aaa-informing_num,aaa-informing_coverage,aaa-disinforming_num,aaa-disinforming_coverage
433,115,0.02984687256683104,2555,0.6631196470282896,1121,0.29094212302102257,62,0.016091357383856735,,
434,115,0.02984687256683104,2545,0.6605242668050869,1131,0.2935375032442253,62,0.016091357383856735,,
435,115,0.02984687256683104,2531,0.6568907344926032,1143,0.2966519595120685,64,0.016610433428497273,,
436,115,0.02984687256683104,2524,0.6550739683363612,1149,0.29820918764599014,65,0.016869971450817544,,
437,115,0.02984687256683104,2517,0.6532572021801194,1176,0.30521671424863744,45,0.011679211004412146,,
438,115,0.02984687256683104,2512,0.651959512068518,1166,0.30262133402543473,60,0.015572281339216195,,
439,115,0.02984687256683104,2510,0.6514404360238775,1155,0.29976641577991175,73,0.018946275629379703,,
440,115,0.02984687256683104,2502,0.6493641318453154,1172,0.30417856215935635,64,0.016610433428497273,,
441,115,0.02984687256683104,2484,0.6446924474435505,1185,0.30755255644951984,69,0.017908123540098624,,
442,115,0.02984687256683104,2476,0.6426161432649883,1198,0.31092655073968334,64,0.016610433428497273,,
443,115,0.02984687256683104,2468,0.6405398390864262,1195,0.31014793667272256,75,0.019465351674020245,,
444,115,0.02984687256683104,2462,0.6389826109525045,1212,0.31456008305216715,64,0.016610433428497273,,
445,115,0.02984687256683104,2454,0.6369063067739423,1204,0.31248377887360496,80,0.020763041785621595,,
446,115,0.02984687256683104,2448,0.6353490786400208,1238,0.32130807163249414,52,0.013495977160654036,,
447,115,0.02984687256683104,2443,0.6340513885284195,1212,0.31456008305216715,83,0.021541655852582404,,
448,115,0.02984687256683104,2436,0.6322346223721775,1250,0.3244225279003374,52,0.013495977160654036,,
449,115,0.02984687256683104,2429,0.6304178562159356,1235,0.32052945756553336,74,0.019205813651699974,,
450,115,0.02984687256683104,2420,0.6280820140150533,1245,0.3231248377887361,73,0.018946275629379703,,
451,115,0.02984687256683104,2412,0.6260057098364911,1249,0.3241629898780171,77,0.019984427718660783,,
452,115,0.02984687256683104,2395,0.6215935634570464,1275,0.33091097845834416,68,0.017648585517778353,,
453,115,0.02984687256683104,2391,0.6205554113677654,1292,0.33532312483778876,55,0.014274591227614845,,
454,115,0.02984687256683104,2388,0.6197767973008046,1272,0.3301323643913833,78,0.020243965740981053,,
455,115,0.02984687256683104,2373,0.6158837269660005,1294,0.3358422008824293,71,0.018427199584739165,,
456,115,0.02984687256683104,2368,0.6145860368543992,1304,0.338437581105632,66,0.017129509473137815,,
457,115,0.02984687256683104,2359,0.6122501946535167,1314,0.34103296132883465,65,0.016869971450817544,,
458,115,0.02984687256683104,2351,0.6101738904749546,1318,0.34207111341811575,69,0.017908123540098624,,
459,115,0.02984687256683104,2339,0.6070594342071114,1336,0.3467427978198806,63,0.016350895406177006,,
460,115,0.02984687256683104,2333,0.6055022060731897,1336,0.3467427978198806,69,0.017908123540098624,,
461,115,0.02984687256683104,2323,0.602906825849987,1345,0.34907864002076305,70,0.018167661562418894,,
462,115,0.02984687256683104,2318,0.6016091357383857,1361,0.3532312483778874,59,0.015312743316895925,,
463,115,0.02984687256683104,2309,0.5992732935375032,1370,0.3555670905787698,59,0.015312743316895925,,
464,115,0.02984687256683104,2302,0.5974565273812613,1366,0.3545289384894887,70,0.018167661562418894,,
465,115,0.02984687256683104,2294,0.5953802232026992,1373,0.3563457046457306,71,0.018427199584739165,,
466,115,0.02984687256683104,2281,0.5920062289125357,1380,0.3581624708019725,77,0.019984427718660783,,
467,115,0.02984687256683104,2273,0.5899299247339735,1391,0.3610173890474955,74,0.019205813651699974,,
468,115,0.02984687256683104,2263,0.5873345445107708,1404,0.36439138333765897,71,0.018427199584739165,,
469,115,0.02984687256683104,2253,0.5847391642875681,1410,0.3659486114715806,75,0.019465351674020245,,
470,115,0.02984687256683104,2251,0.5842200882429276,1420,0.3685439916947833,67,0.017389047495458086,,
471,115,0.02984687256683104,2243,0.5821437840643654,1421,0.36880352971710356,74,0.019205813651699974,,
472,115,0.02984687256683104,2234,0.579807941863483,1448,0.37581105631975087,56,0.014534129249935116,,
473,115,0.02984687256683104,2227,0.5779911757072411,1429,0.3708798338956657,82,0.021282117830262133,,
474,115,0.02984687256683104,2222,0.5766934855956397,1443,0.3745133662081495,73,0.018946275629379703,,
475,115,0.02984687256683104,2216,0.5751362574617181,1449,0.37607059434207113,73,0.018946275629379703,,
476,115,0.02984687256683104,2214,0.5746171814170776,1448,0.37581105631975087,76,0.019724889696340515,,
477,115,0.02984687256683104,2206,0.5725408772385154,1470,0.38152089281079676,62,0.016091357383856735,,
478,115,0.02984687256683104,2198,0.5704645730599532,1457,0.37814689852063327,83,0.021541655852582404,,
479,115,0.02984687256683104,2190,0.5683882688813912,1463,0.3797041266545549,85,0.022060731897222942,,
480,115,0.02984687256683104,2182,0.566311964702829,1489,0.38645211523488193,67,0.017389047495458086,,
481,115,0.02984687256683104,2175,0.564495198546587,1491,0.38697119127952245,72,0.018686737607059436,,
482,115,0.02984687256683104,2165,0.5618998183233844,1512,0.39242148974824814,61,0.015831819361536464,,
483,115,0.02984687256683104,2155,0.5593044381001817,1506,0.3908642616143265,77,0.019984427718660783,,
484,115,0.02984687256683104,2149,0.55774720996626,1518,0.39397871788216976,71,0.018427199584739165,,
485,115,0.02984687256683104,2143,0.5561899818323385,1522,0.3950168699714508,73,0.018946275629379703,,
486,115,0.02984687256683104,2134,0.553854139631456,1537,0.3989099403062549,67,0.017389047495458086,,
487,115,0.02984687256683104,2127,0.5520373734752141,1538,0.39916947832857513,73,0.018946275629379703,,
488,115,0.02984687256683104,2123,0.550999221385933,1519,0.39423825590449,96,0.024915650142745913,,
489,115,0.02984687256683104,2111,0.5478847651180898,1556,0.40384116273034,71,0.018427199584739165,,
490,115,0.02984687256683104,2106,0.5465870750064884,1575,0.4087723851544251,57,0.014793667272255385,,
491,115,0.02984687256683104,2095,0.5437321567609655,1568,0.4069556189981832,75,0.019465351674020245,,
492,115,0.02984687256683104,2084,0.5408772385154426,1567,0.40669608097586296,87,0.022579807941863483,,
493,115,0.02984687256683104,2076,0.5388009343368804,1602,0.4157799117570724,60,0.015572281339216195,,
494,115,0.02984687256683104,2070,0.5372437062029587,1577,0.4092914611990657,91,0.023617960031144563,,
495,115,0.02984687256683104,2058,0.5341292499351155,1604,0.4162989878017129,76,0.019724889696340515,,
496,115,0.02984687256683104,2046,0.5310147936672722,1615,0.4191539060472359,77,0.019984427718660783,,
497,115,0.02984687256683104,2034,0.527900337399429,1638,0.4251232805606021,66,0.017129509473137815,,
498,115,0.02984687256683104,2028,0.5263431092655074,1644,0.42668050869452373,66,0.017129509473137815,,
499,115,0.02984687256683104,2024,0.5253049571762263,1653,0.4290163508954062,61,0.015831819361536464,,
500,115,0.02984687256683104,2017,0.5234881910199845,1643,0.42642097067220347,78,0.020243965740981053,,
501,115,0.02984687256683104,2012,0.522190500908383,1656,0.42979496496236697,70,0.018167661562418894,,
502,115,0.02984687256683104,2004,0.520114196729821,1661,0.4310926550739683,73,0.018946275629379703,,
503,115,0.02984687256683104,1997,0.518297430573579,1664,0.43187126914092916,77,0.019984427718660783,,
504,115,0.02984687256683104,1987,0.5157020503503763,1675,0.43472618738645213,76,0.019724889696340515,,
505,115,0.02984687256683104,1977,0.5131066701271736,1676,0.4349857254087724,85,0.022060731897222942,,
506,115,0.02984687256683104,1966,0.5102517518816506,1695,0.4399169478328575,77,0.019984427718660783,,
507,115,0.02984687256683104,1956,0.507656371658448,1718,0.4458863223462237,64,0.016610433428497273,,
508,115,0.02984687256683104,1951,0.5063586815468466,1720,0.44640539839086424,67,0.017389047495458086,,
509,115,0.02984687256683104,1938,0.5029846872566831,1736,0.45055800674798857,64,0.016610433428497273,,
510,115,0.02984687256683104,1933,0.5016869971450818,1737,0.45081754477030883,68,0.017648585517778353,,
511,115,0.02984687256683104,1924,0.49935115494419935,1741,0.45185569685958993,73,0.018946275629379703,,
512,115,0.02984687256683104,1918,0.49779392681027773,1745,0.452893848948871,75,0.019465351674020245,,
513,115,0.02984687256683104,1912,0.4962366986763561,1752,0.4547106151051129,74,0.019205813651699974,,
514,115,0.02984687256683104,1909,0.4954580846093953,1750,0.4541915390604724,79,0.020503503763301324,,
515,115,0.02984687256683104,1903,0.49390085647547366,1758,0.4562678432390345,77,0.019984427718660783,,
516,115,0.02984687256683104,1897,0.49234362834155204,1764,0.45782507137295614,77,0.019984427718660783,,
517,115,0.02984687256683104,1894,0.4915650142745912,1784,0.4630158318193615,60,0.015572281339216195,,
518,115,0.02984687256683104,1890,0.49052686218531016,1770,0.45938229950687776,78,0.020243965740981053,,
519,115,0.02984687256683104,1883,0.4887100960290683,1787,0.46379444588632235,68,0.017648585517778353,,
520,115,0.02984687256683104,1876,0.48689332987282635,1789,0.46431352193096287,73,0.018946275629379703,,
521,115,0.02984687256683104,1862,0.4832597975603426,1789,0.46431352193096287,87,0.022579807941863483,,
522,115,0.02984687256683104,1851,0.4804048793148196,1801,0.4674279781988061,86,0.022320269919543213,,
523,115,0.02984687256683104,1845,0.478847651180898,1807,0.4689852063327277,86,0.022320269919543213,,
524,115,0.02984687256683104,1839,0.4772904230469764,1825,0.47365689073449263,74,0.019205813651699974,,
525,115,0.02984687256683104,1826,0.4739164287568129,1827,0.47417596677913315,85,0.022060731897222942,,
526,115,0.02984687256683104,1820,0.4723592006228913,1852,0.4806644173371399,66,0.017129509473137815,,
527,115,0.02984687256683104,1815,0.4710615105112899,1855,0.4814430314041007,68,0.017648585517778353,,
528,115,0.02984687256683104,1809,0.4695042823773683,1856,0.481702569426421,73,0.018946275629379703,,
529,115,0.02984687256683104,1802,0.4676875162211264,1859,0.48248118349338176,77,0.019984427718660783,,
530,115,0.02984687256683104,1794,0.4656112120425642,1865,0.4840384116273034,79,0.020503503763301324,,
531,115,0.02984687256683104,1787,0.46379444588632235,1892,0.4910459382299507,59,0.015312743316895925,,
532,115,0.02984687256683104,1777,0.46119906566311963,1893,0.49130547625227095,68,0.017648585517778353,,
533,115,0.02984687256683104,1769,0.4591227614845575,1885,0.4892291720737088,84,0.021801193874902675,,
534,115,0.02984687256683104,1761,0.4570464573059953,1900,0.4931222424085128,77,0.019984427718660783,,
535,115,0.02984687256683104,1750,0.4541915390604724,1909,0.4954580846093953,79,0.020503503763301324,,
536,115,0.02984687256683104,1744,0.45263431092655076,1908,0.495198546587075,86,0.022320269919543213,,
537,115,0.02984687256683104,1736,0.45055800674798857,1923,0.49909161692187903,79,0.020503503763301324,,
538,115,0.02984687256683104,1727,0.44822216454710617,1944,0.5045419153906048,67,0.017389047495458086,,
539,115,0.02984687256683104,1721,0.44666493641318455,1928,0.5003893070334804,89,0.02309888398650402,,
540,115,0.02984687256683104,1709,0.4435504801453413,1948,0.5055800674798858,81,0.021022579807941862,,
541,115,0.02984687256683104,1705,0.4425123280560602,1957,0.5079159096807683,76,0.019724889696340515,,
542,115,0.02984687256683104,1694,0.43965740981053725,1955,0.5073968336361276,89,0.02309888398650402,,
543,115,0.02984687256683104,1684,0.43706202958733453,1972,0.5118089800155723,82,0.021282117830262133,,
544,115,0.02984687256683104,1678,0.4355048014534129,1985,0.5151829743057358,75,0.019465351674020245,,
545,115,0.02984687256683104,1672,0.4339475733194913,1985,0.5151829743057358,81,0.021022579807941862,,
546,115,0.02984687256683104,1671,0.43368803529717104,1979,0.5136257461718142,88,0.022839345964183754,,
547,115,0.02984687256683104,1665,0.4321308071632494,1993,0.517259278484298,80,0.020763041785621595,,
548,115,0.02984687256683104,1657,0.4300545029846873,2007,0.5208928107967817,74,0.019205813651699974,,
549,115,0.02984687256683104,1648,0.4277186607838048,2004,0.520114196729821,86,0.022320269919543213,,
550,115,0.02984687256683104,1643,0.42642097067220347,2018,0.5237477290423047,77,0.019984427718660783,,
551,115,0.02984687256683104,1637,0.42486374253828185,2022,0.5247858811315858,79,0.020503503763301324,,
552,115,0.02984687256683104,1634,0.42408512847132107,2026,0.5258240332208669,78,0.020243965740981053,,
553,115,0.02984687256683104,1623,0.4212302102257981,2023,0.525045419153906,92,0.023877498053464834,,
554,115,0.02984687256683104,1614,0.41889436802491564,2043,0.5302361796003114,81,0.021022579807941862,,
555,115,0.02984687256683104,1607,0.41707760186867376,2049,0.5317934077342331,82,0.021282117830262133,,
556,115,0.02984687256683104,1603,0.41603944977939267,2059,0.5343887879574357,76,0.019724889696340515,,
557,115,0.02984687256683104,1596,0.4142226836231508,2074,0.5382818582922398,68,0.017648585517778353,,
558,115,0.02984687256683104,1590,0.41266545548922917,2065,0.5359460160913574,83,0.021541655852582404,,
559,115,0.02984687256683104,1583,0.4108486893329873,2082,0.5403581624708019,73,0.018946275629379703,,
560,115,0.02984687256683104,1578,0.40955099922138594,2082,0.5403581624708019,78,0.020243965740981053,,
561,115,0.02984687256683104,1569,0.4072151570205035,2082,0.5403581624708019,87,0.022579807941863483,,
562,115,0.02984687256683104,1562,0.4053983908642616,2104,0.5460679989618479,72,0.018686737607059436,,
563,115,0.02984687256683104,1550,0.40228393459641837,2117,0.5494419932520114,71,0.018427199584739165,,
564,115,0.02984687256683104,1545,0.400986244484817,2121,0.5504801453412925,72,0.018686737607059436,,
565,115,0.02984687256683104,1536,0.3986504022839346,2127,0.5520373734752141,75,0.019465351674020245,,
566,115,0.02984687256683104,1525,0.39579548403841164,2127,0.5520373734752141,86,0.022320269919543213,,
567,115,0.02984687256683104,1521,0.39475733194913054,2139,0.5551518297430573,78,0.020243965740981053,,
568,115,0.02984687256683104,1512,0.39242148974824814,2145,0.556709057876979,81,0.021022579807941862,,
569,115,0.02984687256683104,1507,0.3911237996366468,2159,0.5603425901894628,72,0.018686737607059436,,
570,115,0.02984687256683104,1496,0.3882688813911238,2161,0.5608616662341033,81,0.021022579807941862,,
571,115,0.02984687256683104,1490,0.3867116532572022,2171,0.563457046457306,77,0.019984427718660783,,
572,115,0.02984687256683104,1486,0.3856735011679211,2177,0.5650142745912277,75,0.019465351674020245,,
573,115,0.02984687256683104,1476,0.3830781209447184,2175,0.564495198546587,87,0.022579807941863483,,
574,115,0.02984687256683104,1470,0.38152089281079676,2194,0.5694264209706722,74,0.019205813651699974,,
575,115,0.02984687256683104,1466,0.3804827407215157,2206,0.5725408772385154,66,0.017129509473137815,,
576,115,0.02984687256683104,1457,0.37814689852063327,2201,0.5712431871269141,80,0.020763041785621595,,
577,115,0.02984687256683104,1453,0.37710874643135217,2214,0.5746171814170776,71,0.018427199584739165,,
578,115,0.02984687256683104,1448,0.37581105631975087,2214,0.5746171814170776,76,0.019724889696340515,,
579,115,0.02984687256683104,1439,0.3734752141188684,2230,0.5787697897742019,69,0.017908123540098624,,
580,115,0.02984687256683104,1433,0.3719179859849468,2236,0.5803270179081236,69,0.017908123540098624,,
581,115,0.02984687256683104,1427,0.3703607578510252,2247,0.5831819361536466,64,0.016610433428497273,,
582,115,0.02984687256683104,1420,0.3685439916947833,2249,0.5837010121982871,69,0.017908123540098624,,
583,115,0.02984687256683104,1412,0.3664676875162211,2248,0.5834414741759668,78,0.020243965740981053,,
584,115,0.02984687256683104,1403,0.3641318453153387,2265,0.5878536205554113,70,0.018167661562418894,,
585,115,0.02984687256683104,1391,0.3610173890474955,2272,0.5896703867116533,75,0.019465351674020245,,
586,115,0.02984687256683104,1381,0.35842200882429276,2269,0.5888917726446925,88,0.022839345964183754,,
587,115,0.02984687256683104,1371,0.35582662860109004,2293,0.595120685180379,74,0.019205813651699974,,
588,115,0.02984687256683104,1361,0.3532312483778874,2306,0.5984946794705425,71,0.018427199584739165,,
589,115,0.02984687256683104,1355,0.35167402024396577,2303,0.5977160654035816,80,0.020763041785621595,,
590,115,0.02984687256683104,1347,0.3495977160654036,2317,0.6013495977160654,74,0.019205813651699974,,
591,115,0.02984687256683104,1345,0.34907864002076305,2319,0.601868673760706,74,0.019205813651699974,,
592,115,0.02984687256683104,1344,0.3488191019984428,2352,0.6104334284972749,42,0.010900596937451337,,
593,115,0.02984687256683104,1338,0.3472618738645212,2318,0.6016091357383857,82,0.021282117830262133,,
594,115,0.02984687256683104,1332,0.34570464573059956,2321,0.6023877498053465,85,0.022060731897222942,,
595,115,0.02984687256683104,1328,0.34466649364131846,2357,0.6117311186088762,53,0.013755515182974305,,
596,115,0.02984687256683104,1322,0.34310926550739684,2351,0.6101738904749546,65,0.016869971450817544,,
597,115,0.02984687256683104,1319,0.342330651440436,2344,0.6083571243187127,75,0.019465351674020245,,
598,115,0.02984687256683104,1307,0.33921619517259277,2360,0.612509732675837,71,0.018427199584739165,,
599,115,0.02984687256683104,1304,0.338437581105632,2367,0.6143264988320789,67,0.017389047495458086,,
600,115,0.02984687256683104,1298,0.3368803529717104,2368,0.6145860368543992,72,0.018686737607059436,,
601,115,0.02984687256683104,1293,0.335582662860109,2378,0.6171814170776019,67,0.017389047495458086,,
602,115,0.02984687256683104,1286,0.33376589670386714,2398,0.6223721775240073,54,0.014015053205294576,,
603,115,0.02984687256683104,1279,0.3319491305476252,2372,0.6156241889436802,87,0.022579807941863483,,
604,115,0.02984687256683104,1271,0.32987282636906307,2406,0.6244484817025694,61,0.015831819361536464,,
605,115,0.02984687256683104,1266,0.3285751362574617,2403,0.6236698676356086,69,0.017908123540098624,,
606,115,0.02984687256683104,1264,0.3280560602128212,2411,0.6257461718141708,63,0.016350895406177006,,
607,115,0.02984687256683104,1261,0.32727744614586035,2423,0.628860628082014,54,0.014015053205294576,,
608,115,0.02984687256683104,1257,0.3262392940565793,2414,0.6265247858811316,67,0.017389047495458086,,
609,115,0.02984687256683104,1249,0.3241629898780171,2420,0.6280820140150533,69,0.017908123540098624,,
610,115,0.02984687256683104,1244,0.32286529976641576,2420,0.6280820140150533,74,0.019205813651699974,,
611,115,0.02984687256683104,1240,0.3218271476771347,2418,0.6275629379704126,80,0.020763041785621595,,
612,115,0.02984687256683104,1236,0.3207889955878536,2441,0.6335323124837788,61,0.015831819361536464,,
613,115,0.02984687256683104,1228,0.3187126914092915,2455,0.6371658447962627,55,0.014274591227614845,,
614,115,0.02984687256683104,1220,0.3166363872307293,2465,0.6397612250194653,53,0.013755515182974305,,
615,115,0.02984687256683104,1215,0.31533869711912793,2469,0.6407993771087465,54,0.014015053205294576,,
616,115,0.02984687256683104,1211,0.3143005450298469,2458,0.6379444588632235,69,0.017908123540098624,,
617,115,0.02984687256683104,1207,0.3132623929405658,2447,0.6350895406177005,84,0.021801193874902675,,
618,115,0.02984687256683104,1199,0.31118608876200365,2485,0.6449519854658707,54,0.014015053205294576,,
619,115,0.02984687256683104,1194,0.3098883986504023,2478,0.6431352193096289,66,0.017129509473137815,,
620,115,0.02984687256683104,1187,0.3080716324941604,2499,0.6485855177783545,52,0.013495977160654036,,
621,115,0.02984687256683104,1184,0.3072930184271996,2498,0.6483259797560342,56,0.014534129249935116,,
622,115,0.02984687256683104,1180,0.3062548663379185,2500,0.6488450558006748,58,0.015053205294575656,,
623,115,0.02984687256683104,1176,0.30521671424863744,2498,0.6483259797560342,64,0.016610433428497273,,
624,115,0.02984687256683104,1168,0.30314041007007525,2494,0.6472878276667532,76,0.019724889696340515,,
625,115,0.02984687256683104,1158,0.3005450298468726,2518,0.6535167402024397,62,0.016091357383856735,,
626,115,0.02984687256683104,1152,0.298987801712951,2516,0.6529976641577991,70,0.018167661562418894,,
627,115,0.02984687256683104,1149,0.29820918764599014,2527,0.6558525824033221,62,0.016091357383856735,,
628,115,0.02984687256683104,1145,0.29717103555670904,2542,0.6597456527381261,51,0.013236439138333765,,
629,115,0.02984687256683104,1141,0.296132883467428,2528,0.6561121204256424,69,0.017908123540098624,,
630,115,0.02984687256683104,1136,0.29483519335582664,2526,0.6555930443810019,76,0.019724889696340515,,
631,115,0.02984687256683104,1130,0.293277965221905,2545,0.6605242668050869,63,0.016350895406177006,,
632,115,0.02984687256683104,1124,0.2917207370879834,2556,0.6633791850506099,58,0.015053205294575656,,
633,115,0.02984687256683104,1118,0.2901635089540618,2563,0.6651959512068518,57,0.014793667272255385,,
634,115,0.02984687256683104,1113,0.28886581884246043,2573,0.6677913314300545,52,0.013495977160654036,,
635,115,0.02984687256683104,1107,0.2873085907085388,2555,0.6631196470282896,76,0.019724889696340515,,
636,115,0.02984687256683104,1100,0.28549182455229694,2568,0.6664936413184531,70,0.018167661562418894,,
637,115,0.02984687256683104,1095,0.2841941344406956,2578,0.6690890215416558,65,0.016869971450817544,,
638,115,0.02984687256683104,1087,0.2821178302621334,2595,0.6735011679211005,56,0.014534129249935116,,
639,115,0.02984687256683104,1083,0.28107967817285234,2580,0.6696080975862964,75,0.019465351674020245,,
640,115,0.02984687256683104,1078,0.279781988061251,2607,0.6766156241889437,53,0.013755515182974305,,
641,115,0.02984687256683104,1071,0.2779652219050091,2600,0.6747988580327018,67,0.017389047495458086,,
642,115,0.02984687256683104,1064,0.2761484557487672,2600,0.6747988580327018,74,0.019205813651699974,,
643,115,0.02984687256683104,1057,0.2743316895925253,2622,0.6805086945237477,59,0.015312743316895925,,
644,115,0.02984687256683104,1056,0.27407215157020504,2624,0.6810277705683883,58,0.015053205294575656,,
645,115,0.02984687256683104,1054,0.2735530755255645,2621,0.6802491565014275,63,0.016350895406177006,,
646,115,0.02984687256683104,1051,0.2727744614586037,2631,0.6828445367246302,56,0.014534129249935116,,
647,115,0.02984687256683104,1047,0.2717363093693226,2633,0.6833636127692707,58,0.015053205294575656,,
648,115,0.02984687256683104,1041,0.27017908123540096,2625,0.6812873085907085,72,0.018686737607059436,,
649,115,0.02984687256683104,1035,0.26862185310147935,2642,0.6856994549701532,61,0.015831819361536464,,
650,115,0.02984687256683104,1031,0.2675837010121983,2634,0.683623150791591,73,0.018946275629379703,,
651,115,0.02984687256683104,1022,0.26524785881131585,2659,0.6901116013495977,57,0.014793667272255385,,
652,115,0.02984687256683104,1020,0.26472878276667533,2652,0.6882948351933559,66,0.017129509473137815,,
653,115,0.02984687256683104,1012,0.26265247858811314,2672,0.6934855956397612,54,0.014015053205294576,,
654,115,0.02984687256683104,1009,0.26187386452115236,2681,0.6958214378406437,48,0.012457825071372957,,
655,115,0.02984687256683104,1005,0.26083571243187126,2676,0.6945237477290424,57,0.014793667272255385,,
656,115,0.02984687256683104,1003,0.26031663638723074,2675,0.694264209706722,60,0.015572281339216195,,
657,115,0.02984687256683104,999,0.25927848429794964,2683,0.6963405138852842,56,0.014534129249935116,,
658,115,0.02984687256683104,997,0.2587594082533091,2683,0.6963405138852842,58,0.015053205294575656,,
659,115,0.02984687256683104,992,0.25746171814170776,2702,0.7012717363093693,44,0.011419672982091877,,
660,115,0.02984687256683104,989,0.2566831040747469,2684,0.6966000519076044,65,0.016869971450817544,,
661,115,0.02984687256683104,986,0.25590449000778615,2684,0.6966000519076044,68,0.017648585517778353,,
662,115,0.02984687256683104,977,0.2535686478069037,2713,0.7041266545548923,48,0.012457825071372957,,
663,115,0.02984687256683104,973,0.25253049571762265,2694,0.6991954321308071,71,0.018427199584739165,,
664,115,0.02984687256683104,966,0.2507137295613807,2708,0.7028289644432909,64,0.016610433428497273,,
665,115,0.02984687256683104,961,0.2494160394497794,2722,0.7064624967557748,55,0.014274591227614845,,
666,115,0.02984687256683104,957,0.24837788736049832,2720,0.7059434207111341,61,0.015831819361536464,,
667,115,0.02984687256683104,952,0.24708019724889696,2736,0.7100960290682585,50,0.012976901116013496,,
668,115,0.02984687256683104,950,0.2465611212042564,2734,0.709576953023618,54,0.014015053205294576,,
669,115,0.02984687256683104,944,0.2450038930703348,2734,0.709576953023618,60,0.015572281339216195,,
670,115,0.02984687256683104,941,0.24422527900337399,2734,0.709576953023618,63,0.016350895406177006,,
671,115,0.02984687256683104,934,0.2424085128471321,2756,0.7152867895146638,48,0.012457825071372957,,
672,115,0.02984687256683104,928,0.2408512847132105,2742,0.7116532572021801,68,0.017648585517778353,,
673,115,0.02984687256683104,922,0.23929405657928887,2765,0.7176226317155463,51,0.013236439138333765,,
674,115,0.02984687256683104,917,0.23799636646768751,2766,0.7178821697378666,55,0.014274591227614845,,
675,115,0.02984687256683104,914,0.2372177524007267,2762,0.7168440176485855,62,0.016091357383856735,,
676,115,0.02984687256683104,909,0.23592006228912535,2773,0.7196989358941085,56,0.014534129249935116,,
677,115,0.02984687256683104,908,0.2356605242668051,2762,0.7168440176485855,68,0.017648585517778353,,
678,115,0.02984687256683104,904,0.23462237217752402,2782,0.722034778094991,52,0.013495977160654036,,
679,115,0.02984687256683104,901,0.2338437581105632,2777,0.7207370879833895,60,0.015572281339216195,,
680,115,0.02984687256683104,897,0.2328056060212821,2800,0.7267064624967557,41,0.010641058915131067,,
681,115,0.02984687256683104,894,0.2320269919543213,2789,0.7238515442512328,55,0.014274591227614845,,
682,115,0.02984687256683104,889,0.23072930184271995,2799,0.7264469244744355,50,0.012976901116013496,,
683,115,0.02984687256683104,886,0.22995068777575914,2811,0.7295613807422787,41,0.010641058915131067,,
684,115,0.02984687256683104,885,0.22969114975343888,2803,0.7274850765637166,50,0.012976901116013496,,
685,115,0.02984687256683104,882,0.22891253568647807,2808,0.7287827666753179,48,0.012457825071372957,,
686,115,0.02984687256683104,877,0.2276148455748767,2813,0.7300804567869192,48,0.012457825071372957,,
687,115,0.02984687256683104,872,0.22631715546327538,2819,0.7316376849208409,47,0.012198287049052686,,
688,115,0.02984687256683104,871,0.2260576174409551,2816,0.7308590708538801,51,0.013236439138333765,,
689,115,0.02984687256683104,870,0.22579807941863483,2818,0.7313781468985207,50,0.012976901116013496,,
690,115,0.02984687256683104,865,0.22450038930703348,2830,0.7344926031663639,43,0.011160134959771606,,
691,115,0.02984687256683104,858,0.2226836231507916,2820,0.7318972229431612,60,0.015572281339216195,,
692,115,0.02984687256683104,855,0.2219050090838308,2829,0.7342330651440436,54,0.014015053205294576,,
693,115,0.02984687256683104,855,0.2219050090838308,2833,0.7352712172333247,50,0.012976901116013496,,
694,115,0.02984687256683104,851,0.2208668569945497,2833,0.7352712172333247,54,0.014015053205294576,,
695,115,0.02984687256683104,850,0.22060731897222943,2838,0.7365689073449261,50,0.012976901116013496,,
696,115,0.02984687256683104,849,0.22034778094990917,2823,0.732675837010122,66,0.017129509473137815,,
697,115,0.02984687256683104,840,0.21801193874902675,2850,0.7396833636127693,48,0.012457825071372957,,
698,115,0.02984687256683104,835,0.2167142486374254,2847,0.7389047495458084,56,0.014534129249935116,,
699,115,0.02984687256683104,833,0.21619517259278484,2854,0.7407215157020504,51,0.013236439138333765,,
700,115,0.02984687256683104,832,0.21593563457046458,2857,0.7415001297690111,49,0.012717363093693226,,
701,115,0.02984687256683104,832,0.21593563457046458,2852,0.7402024396574098,54,0.014015053205294576,,
702,115,0.02984687256683104,828,0.21489748248118348,2843,0.7378665974565274,67,0.017389047495458086,,
703,115,0.02984687256683104,824,0.2138593303919024,2861,0.7425382818582923,53,0.013755515182974305,,
704,115,0.02984687256683104,820,0.21282117830262134,2864,0.7433168959252531,54,0.014015053205294576,,
705,115,0.02984687256683104,815,0.21152348819102,2880,0.7474695042823774,43,0.011160134959771606,,
706,115,0.02984687256683104,810,0.21022579807941863,2872,0.7453932001038152,56,0.014534129249935116,,
707,115,0.02984687256683104,810,0.21022579807941863,2875,0.746171814170776,53,0.013755515182974305,,
708,115,0.02984687256683104,806,0.20918764599013756,2881,0.7477290423046976,51,0.013236439138333765,,
709,115,0.02984687256683104,802,0.20814949390085646,2895,0.7513625746171814,41,0.010641058915131067,,
710,115,0.02984687256683104,797,0.20685180378925513,2885,0.7487671943939788,56,0.014534129249935116,,
711,115,0.02984687256683104,795,0.20633272774461459,2892,0.7505839605502206,51,0.013236439138333765,,
