step,Sick State Simulation-healthy_num,Sick State Simulation-healthy_coverage,Sick State Simulation-infected_num,Sick State Simulation-infected_coverage,Sick State Simulation-recovered_num,Sick State Simulation-recovered_coverage
152,3271,0.3271,381,0.0381,6348,0.6348
153,3267,0.3267,390,0.039,6343,0.6343
154,3263,0.3263,385,0.0385,6352,0.6352
155,3259,0.3259,385,0.0385,6356,0.6356
156,3256,0.3256,364,0.0364,6380,0.638
157,3248,0.3248,370,0.037,6382,0.6382
158,3243,0.3243,354,0.0354,6403,0.6403
159,3236,0.3236,358,0.0358,6406,0.6406
160,3235,0.3235,358,0.0358,6407,0.6407
161,3229,0.3229,353,0.0353,6418,0.6418
162,3223,0.3223,358,0.0358,6419,0.6419
163,3217,0.3217,358,0.0358,6425,0.6425
164,3213,0.3213,351,0.0351,6436,0.6436
165,3209,0.3209,330,0.033,6461,0.6461
166,3207,0.3207,320,0.032,6473,0.6473
167,3207,0.3207,298,0.0298,6495,0.6495
168,3203,0.3203,286,0.0286,6511,0.6511
169,3201,0.3201,275,0.0275,6524,0.6524
170,3198,0.3198,259,0.0259,6543,0.6543
171,3193,0.3193,255,0.0255,6552,0.6552
172,3190,0.319,246,0.0246,6564,0.6564
173,3182,0.3182,246,0.0246,6572,0.6572
174,3176,0.3176,250,0.025,6574,0.6574
175,3165,0.3165,248,0.0248,6587,0.6587
176,3154,0.3154,249,0.0249,6597,0.6597
177,3146,0.3146,248,0.0248,6606,0.6606
178,3136,0.3136,247,0.0247,6617,0.6617
179,3130,0.313,238,0.0238,6632,0.6632
180,3126,0.3126,234,0.0234,6640,0.664
181,3121,0.3121,226,0.0226,6653,0.6653
182,3117,0.3117,231,0.0231,6652,0.6652
183,3111,0.3111,231,0.0231,6658,0.6658
184,3109,0.3109,225,0.0225,6666,0.6666
185,3106,0.3106,218,0.0218,6676,0.6676
186,3099,0.3099,209,0.0209,6692,0.6692
187,3093,0.3093,208,0.0208,6699,0.6699
188,3090,0.309,198,0.0198,6712,0.6712
189,3085,0.3085,200,0.02,6715,0.6715
190,3084,0.3084,189,0.0189,6727,0.6727
191,3083,0.3083,191,0.0191,6726,0.6726
192,3081,0.3081,183,0.0183,6736,0.6736
193,3077,0.3077,186,0.0186,6737,0.6737
194,3074,0.3074,192,0.0192,6734,0.6734
195,3072,0.3072,184,0.0184,6744,0.6744
196,3066,0.3066,183,0.0183,6751,0.6751
197,3066,0.3066,179,0.0179,6755,0.6755
198,3064,0.3064,175,0.0175,6761,0.6761
199,3062,0.3062,173,0.0173,6765,0.6765
200,3059,0.3059,173,0.0173,6768,0.6768
201,3056,0.3056,170,0.017,6774,0.6774
202,3052,0.3052,176,0.0176,6772,0.6772
203,3051,0.3051,172,0.0172,6777,0.6777
204,3050,0.305,162,0.0162,6788,0.6788
205,3049,0.3049,159,0.0159,6792,0.6792
206,3047,0.3047,158,0.0158,6795,0.6795
207,3045,0.3045,157,0.0157,6798,0.6798
208,3045,0.3045,157,0.0157,6798,0.6798
209,3043,0.3043,155,0.0155,6802,0.6802
210,3042,0.3042,156,0.0156,6802,0.6802
211,3041,0.3041,153,0.0153,6806,0.6806
212,3038,0.3038,150,0.015,6812,0.6812
213,3036,0.3036,139,0.0139,6825,0.6825
214,3035,0.3035,130,0.013,6835,0.6835
215,3035,0.3035,129,0.0129,6836,0.6836
216,3034,0.3034,130,0.013,6836,0.6836
217,3034,0.3034,120,0.012,6846,0.6846
218,3034,0.3034,116,0.0116,6850,0.685
219,3034,0.3034,116,0.0116,6850,0.685
220,3034,0.3034,115,0.0115,6851,0.6851
221,3033,0.3033,109,0.0109,6858,0.6858
222,3031,0.3031,111,0.0111,6858,0.6858
223,3030,0.303,112,0.0112,6858,0.6858
224,3024,0.3024,116,0.0116,6860,0.686
225,3022,0.3022,107,0.0107,6871,0.6871
226,3021,0.3021,100,0.01,6879,0.6879
227,3020,0.302,98,0.0098,6882,0.6882
228,3016,0.3016,96,0.0096,6888,0.6888
229,3016,0.3016,96,0.0096,6888,0.6888
230,3015,0.3015,89,0.0089,6896,0.6896
231,3013,0.3013,96,0.0096,6891,0.6891
232,3013,0.3013,89,0.0089,6898,0.6898
233,3013,0.3013,86,0.0086,6901,0.6901
234,3012,0.3012,77,0.0077,6911,0.6911
235,3010,0.301,80,0.008,6910,0.691
236,3007,0.3007,80,0.008,6913,0.6913
237,3005,0.3005,77,0.0077,6918,0.6918
238,3004,0.3004,73,0.0073,6923,0.6923
239,3003,0.3003,72,0.0072,6925,0.6925
240,3002,0.3002,69,0.0069,6929,0.6929
241,3001,0.3001,72,0.0072,6927,0.6927
242,3001,0.3001,76,0.0076,6923,0.6923
243,3000,0.3,83,0.0083,6917,0.6917
244,2997,0.2997,87,0.0087,6916,0.6916
245,2997,0.2997,86,0.0086,6917,0.6917
246,2997,0.2997,87,0.0087,6916,0.6916
247,2996,0.2996,83,0.0083,6921,0.6921
248,2996,0.2996,84,0.0084,6920,0.692
249,2996,0.2996,89,0.0089,6915,0.6915
250,2993,0.2993,94,0.0094,6913,0.6913
251,2991,0.2991,98,0.0098,6911,0.6911
252,2988,0.2988,96,0.0096,6916,0.6916
253,2986,0.2986,93,0.0093,6921,0.6921
254,2981,0.2981,102,0.0102,6917,0.6917
255,2975,0.2975,110,0.011,6915,0.6915
256,2971,0.2971,114,0.0114,6915,0.6915
257,2958,0.2958,119,0.0119,6923,0.6923
258,2944,0.2944,134,0.0134,6922,0.6922
259,2927,0.2927,142,0.0142,6931,0.6931
260,2916,0.2916,146,0.0146,6938,0.6938
261,2899,0.2899,156,0.0156,6945,0.6945
262,2880,0.288,167,0.0167,6953,0.6953
263,2864,0.2864,173,0.0173,6963,0.6963
264,2851,0.2851,183,0.0183,6966,0.6966
265,2837,0.2837,187,0.0187,6976,0.6976
266,2825,0.2825,187,0.0187,6988,0.6988
267,2812,0.2812,194,0.0194,6994,0.6994
268,2803,0.2803,191,0.0191,7006,0.7006
269,2794,0.2794,185,0.0185,7021,0.7021
270,2786,0.2786,183,0.0183,7031,0.7031
271,2773,0.2773,194,0.0194,7033,0.7033
272,2763,0.2763,193,0.0193,7044,0.7044
273,2744,0.2744,207,0.0207,7049,0.7049
274,2727,0.2727,223,0.0223,7050,0.705
275,2710,0.271,234,0.0234,7056,0.7056
276,2697,0.2697,244,0.0244,7059,0.7059
277,2684,0.2684,251,0.0251,7065,0.7065
278,2673,0.2673,247,0.0247,7080,0.708
279,2661,0.2661,254,0.0254,7085,0.7085
280,2646,0.2646,252,0.0252,7102,0.7102
281,2638,0.2638,246,0.0246,7116,0.7116
282,2627,0.2627,237,0.0237,7136,0.7136
283,2622,0.2622,242,0.0242,7136,0.7136
284,2618,0.2618,225,0.0225,7157,0.7157
285,2613,0.2613,219,0.0219,7168,0.7168
286,2607,0.2607,224,0.0224,7169,0.7169
287,2603,0.2603,228,0.0228,7169,0.7169
288,2597,0.2597,218,0.0218,7185,0.7185
289,2588,0.2588,223,0.0223,7189,0.7189
290,2579,0.2579,217,0.0217,7204,0.7204
291,2561,0.2561,225,0.0225,7214,0.7214
292,2544,0.2544,233,0.0233,7223,0.7223
293,2523,0.2523,250,0.025,7227,0.7227
294,2500,0.25,263,0.0263,7237,0.7237
295,2485,0.2485,266,0.0266,7249,0.7249
296,2465,0.2465,277,0.0277,7258,0.7258
297,2448,0.2448,278,0.0278,7274,0.7274
298,2437,0.2437,290,0.029,7273,0.7273
299,2432,0.2432,283,0.0283,7285,0.7285
300,2416,0.2416,284,0.0284,7300,0.73
301,2402,0.2402,286,0.0286,7312,0.7312
302,2388,0.2388,288,0.0288,7324,0.7324
303,2372,0.2372,282,0.0282,7346,0.7346
304,2366,0.2366,286,0.0286,7348,0.7348
305,2363,0.2363,281,0.0281,7356,0.7356
306,2359,0.2359,266,0.0266,7375,0.7375
307,2351,0.2351,255,0.0255,7394,0.7394
308,2347,0.2347,258,0.0258,7395,0.7395
309,2342,0.2342,253,0.0253,7405,0.7405
310,2337,0.2337,241,0.0241,7422,0.7422
311,2333,0.2333,233,0.0233,7434,0.7434
312,2329,0.2329,239,0.0239,7432,0.7432
313,2325,0.2325,231,0.0231,7444,0.7444
314,2320,0.232,234,0.0234,7446,0.7446
315,2317,0.2317,226,0.0226,7457,0.7457
316,2316,0.2316,217,0.0217,7467,0.7467
317,2312,0.2312,214,0.0214,7474,0.7474
318,2309,0.2309,222,0.0222,7469,0.7469
319,2306,0.2306,229,0.0229,7465,0.7465
320,2304,0.2304,225,0.0225,7471,0.7471
321,2300,0.23,232,0.0232,7468,0.7468
322,2294,0.2294,236,0.0236,7470,0.747
323,2289,0.2289,228,0.0228,7483,0.7483
324,2285,0.2285,229,0.0229,7486,0.7486
325,2280,0.228,216,0.0216,7504,0.7504
326,2276,0.2276,214,0.0214,7510,0.751
327,2274,0.2274,209,0.0209,7517,0.7517
328,2270,0.227,207,0.0207,7523,0.7523
329,2261,0.2261,207,0.0207,7532,0.7532
330,2254,0.2254,201,0.0201,7545,0.7545
331,2248,0.2248,200,0.02,7552,0.7552
332,2244,0.2244,211,0.0211,7545,0.7545
333,2243,0.2243,210,0.021,7547,0.7547
334,2241,0.2241,208,0.0208,7551,0.7551
335,2240,0.224,200,0.02,7560,0.756
336,2238,0.2238,202,0.0202,7560,0.756
337,2237,0.2237,198,0.0198,7565,0.7565
338,2236,0.2236,192,0.0192,7572,0.7572
339,2234,0.2234,192,0.0192,7574,0.7574
340,2231,0.2231,192,0.0192,7577,0.7577
341,2231,0.2231,187,0.0187,7582,0.7582
342,2231,0.2231,176,0.0176,7593,0.7593
343,2230,0.223,181,0.0181,7589,0.7589
344,2230,0.223,180,0.018,7590,0.759
345,2230,0.223,173,0.0173,7597,0.7597
346,2230,0.223,171,0.0171,7599,0.7599
347,2229,0.2229,163,0.0163,7608,0.7608
348,2227,0.2227,161,0.0161,7612,0.7612
349,2226,0.2226,155,0.0155,7619,0.7619
350,2226,0.2226,164,0.0164,7610,0.761
351,2226,0.2226,170,0.017,7604,0.7604
352,2225,0.2225,184,0.0184,7591,0.7591
353,2225,0.2225,165,0.0165,7610,0.761
354,2223,0.2223,164,0.0164,7613,0.7613
355,2222,0.2222,154,0.0154,7624,0.7624
356,2221,0.2221,151,0.0151,7628,0.7628
357,2220,0.222,149,0.0149,7631,0.7631
358,2220,0.222,138,0.0138,7642,0.7642
359,2218,0.2218,138,0.0138,7644,0.7644
360,2217,0.2217,138,0.0138,7645,0.7645
361,2216,0.2216,133,0.0133,7651,0.7651
362,2213,0.2213,142,0.0142,7645,0.7645
363,2212,0.2212,152,0.0152,7636,0.7636
364,2208,0.2208,152,0.0152,7640,0.764
365,2207,0.2207,150,0.015,7643,0.7643
366,2207,0.2207,155,0.0155,7638,0.7638
367,2203,0.2203,159,0.0159,7638,0.7638
368,2202,0.2202,161,0.0161,7637,0.7637
369,2202,0.2202,166,0.0166,7632,0.7632
370,2201,0.2201,172,0.0172,7627,0.7627
371,2200,0.22,168,0.0168,7632,0.7632
372,2199,0.2199,169,0.0169,7632,0.7632
373,2198,0.2198,167,0.0167,7635,0.7635
374,2196,0.2196,166,0.0166,7638,0.7638
375,2193,0.2193,167,0.0167,7640,0.764
376,2192,0.2192,167,0.0167,7641,0.7641
377,2189,0.2189,156,0.0156,7655,0.7655
378,2183,0.2183,157,0.0157,7660,0.766
379,2179,0.2179,155,0.0155,7666,0.7666
380,2175,0.2175,151,0.0151,7674,0.7674
381,2169,0.2169,155,0.0155,7676,0.7676
382,2164,0.2164,163,0.0163,7673,0.7673
383,2160,0.216,163,0.0163,7677,0.7677
384,2158,0.2158,162,0.0162,7680,0.768
385,2155,0.2155,166,0.0166,7679,0.7679
386,2150,0.215,166,0.0166,7684,0.7684
387,2144,0.2144,170,0.017,7686,0.7686
388,2141,0.2141,171,0.0171,7688,0.7688
389,2139,0.2139,163,0.0163,7698,0.7698
390,2135,0.2135,168,0.0168,7697,0.7697
391,2131,0.2131,174,0.0174,7695,0.7695
392,2128,0.2128,177,0.0177,7695,0.7695
393,2122,0.2122,171,0.0171,7707,0.7707
394,2121,0.2121,164,0.0164,7715,0.7715
395,2117,0.2117,161,0.0161,7722,0.7722
396,2116,0.2116,163,0.0163,7721,0.7721
397,2114,0.2114,156,0.0156,7730,0.773
398,2113,0.2113,151,0.0151,7736,0.7736
399,2112,0.2112,153,0.0153,7735,0.7735
400,2111,0.2111,146,0.0146,7743,0.7743
401,2108,0.2108,146,0.0146,7746,0.7746
402,2103,0.2103,149,0.0149,7748,0.7748
403,2101,0.2101,154,0.0154,7745,0.7745
404,2100,0.21,154,0.0154,7746,0.7746
405,2100,0.21,152,0.0152,7748,0.7748
406,2099,0.2099,151,0.0151,7750,0.775
407,2098,0.2098,150,0.015,7752,0.7752
408,2095,0.2095,151,0.0151,7754,0.7754
409,2093,0.2093,149,0.0149,7758,0.7758
410,2087,0.2087,153,0.0153,7760,0.776
411,2085,0.2085,151,0.0151,7764,0.7764
412,2083,0.2083,143,0.0143,7774,0.7774
413,2081,0.2081,140,0.014,7779,0.7779
414,2079,0.2079,145,0.0145,7776,0.7776
415,2079,0.2079,139,0.0139,7782,0.7782
416,2076,0.2076,142,0.0142,7782,0.7782
417,2075,0.2075,137,0.0137,7788,0.7788
418,2075,0.2075,139,0.0139,7786,0.7786
419,2075,0.2075,131,0.0131,7794,0.7794
420,2074,0.2074,125,0.0125,7801,0.7801
421,2074,0.2074,126,0.0126,7800,0.78
422,2073,0.2073,132,0.0132,7795,0.7795
423,2072,0.2072,143,0.0143,7785,0.7785
424,2069,0.2069,144,0.0144,7787,0.7787
425,2069,0.2069,142,0.0142,7789,0.7789
426,2068,0.2068,144,0.0144,7788,0.7788
427,2067,0.2067,142,0.0142,7791,0.7791
428,2066,0.2066,147,0.0147,7787,0.7787
429,2065,0.2065,157,0.0157,7778,0.7778
430,2065,0.2065,160,0.016,7775,0.7775
431,2064,0.2064,142,0.0142,7794,0.7794
432,2063,0.2063,153,0.0153,7784,0.7784
433,2062,0.2062,150,0.015,7788,0.7788
434,2060,0.206,160,0.016,7780,0.778
435,2059,0.2059,163,0.0163,7778,0.7778
436,2059,0.2059,162,0.0162,7779,0.7779
437,2057,0.2057,155,0.0155,7788,0.7788
438,2057,0.2057,154,0.0154,7789,0.7789
439,2057,0.2057,150,0.015,7793,0.7793
440,2056,0.2056,140,0.014,7804,0.7804
441,2055,0.2055,139,0.0139,7806,0.7806
442,2052,0.2052,152,0.0152,7796,0.7796
443,2047,0.2047,145,0.0145,7808,0.7808
444,2042,0.2042,155,0.0155,7803,0.7803
445,2037,0.2037,153,0.0153,7810,0.781
446,2027,0.2027,154,0.0154,7819,0.7819
447,2023,0.2023,160,0.016,7817,0.7817
448,2018,0.2018,166,0.0166,7816,0.7816
449,2013,0.2013,160,0.016,7827,0.7827
450,2005,0.2005,163,0.0163,7832,0.7832
451,2003,0.2003,157,0.0157,7840,0.784
452,1997,0.1997,156,0.0156,7847,0.7847
453,1992,0.1992,162,0.0162,7846,0.7846
454,1986,0.1986,168,0.0168,7846,0.7846
455,1980,0.198,170,0.017,7850,0.785
456,1967,0.1967,176,0.0176,7857,0.7857
457,1953,0.1953,179,0.0179,7868,0.7868
458,1942,0.1942,183,0.0183,7875,0.7875
459,1927,0.1927,195,0.0195,7878,0.7878
460,1919,0.1919,197,0.0197,7884,0.7884
461,1907,0.1907,205,0.0205,7888,0.7888
462,1891,0.1891,210,0.021,7899,0.7899
463,1879,0.1879,204,0.0204,7917,0.7917
464,1866,0.1866,211,0.0211,7923,0.7923
465,1855,0.1855,224,0.0224,7921,0.7921
466,1841,0.1841,226,0.0226,7933,0.7933
467,1835,0.1835,227,0.0227,7938,0.7938
468,1829,0.1829,231,0.0231,7940,0.794
469,1822,0.1822,225,0.0225,7953,0.7953
470,1813,0.1813,217,0.0217,7970,0.797
471,1805,0.1805,214,0.0214,7981,0.7981
472,1800,0.18,202,0.0202,7998,0.7998
473,1799,0.1799,193,0.0193,8008,0.8008
474,1795,0.1795,187,0.0187,8018,0.8018
475,1793,0.1793,173,0.0173,8034,0.8034
476,1789,0.1789,173,0.0173,8038,0.8038
477,1786,0.1786,168,0.0168,8046,0.8046
478,1782,0.1782,166,0.0166,8052,0.8052
479,1777,0.1777,164,0.0164,8059,0.8059
480,1774,0.1774,155,0.0155,8071,0.8071
481,1774,0.1774,152,0.0152,8074,0.8074
482,1772,0.1772,148,0.0148,8080,0.808
483,1767,0.1767,149,0.0149,8084,0.8084
484,1767,0.1767,144,0.0144,8089,0.8089
485,1767,0.1767,138,0.0138,8095,0.8095
486,1766,0.1766,137,0.0137,8097,0.8097
487,1766,0.1766,138,0.0138,8096,0.8096
488,1763,0.1763,138,0.0138,8099,0.8099
489,1760,0.176,135,0.0135,8105,0.8105
490,1756,0.1756,138,0.0138,8106,0.8106
491,1750,0.175,146,0.0146,8104,0.8104
492,1750,0.175,142,0.0142,8108,0.8108
493,1747,0.1747,138,0.0138,8115,0.8115
494,1744,0.1744,131,0.0131,8125,0.8125
495,1739,0.1739,133,0.0133,8128,0.8128
496,1734,0.1734,128,0.0128,8138,0.8138
497,1730,0.173,132,0.0132,8138,0.8138
498,1727,0.1727,133,0.0133,8140,0.814
499,1721,0.1721,141,0.0141,8138,0.8138
500,1716,0.1716,139,0.0139,8145,0.8145
