step,Sick State Simulation-healthy_num,Sick State Simulation-healthy_coverage,Sick State Simulation-infected_num,Sick State Simulation-infected_coverage,Sick State Simulation-recovered_num,Sick State Simulation-recovered_coverage
94,164,0.328,20,0.04,316,0.632
95,164,0.328,17,0.034,319,0.638
96,164,0.328,14,0.028,322,0.644
97,164,0.328,16,0.032,320,0.64
98,164,0.328,16,0.032,320,0.64
99,164,0.328,17,0.034,319,0.638
100,164,0.328,16,0.032,320,0.64
101,164,0.328,14,0.028,322,0.644
102,164,0.328,15,0.03,321,0.642
103,164,0.328,17,0.034,319,0.638
104,164,0.328,18,0.036,318,0.636
105,164,0.328,17,0.034,319,0.638
106,164,0.328,16,0.032,320,0.64
107,164,0.328,16,0.032,320,0.64
108,164,0.328,14,0.028,322,0.644
109,164,0.328,15,0.03,321,0.642
110,164,0.328,17,0.034,319,0.638
111,164,0.328,17,0.034,319,0.638
112,164,0.328,16,0.032,320,0.64
113,164,0.328,14,0.028,322,0.644
114,164,0.328,14,0.028,322,0.644
115,164,0.328,14,0.028,322,0.644
116,164,0.328,16,0.032,320,0.64
117,164,0.328,17,0.034,319,0.638
118,164,0.328,12,0.024,324,0.648
119,164,0.328,14,0.028,322,0.644
120,164,0.328,13,0.026,323,0.646
121,164,0.328,12,0.024,324,0.648
122,164,0.328,11,0.022,325,0.65
123,163,0.326,11,0.022,326,0.652
124,163,0.326,11,0.022,326,0.652
125,163,0.326,12,0.024,325,0.65
126,163,0.326,11,0.022,326,0.652
127,163,0.326,11,0.022,326,0.652
128,163,0.326,10,0.02,327,0.654
129,163,0.326,10,0.02,327,0.654
130,163,0.326,10,0.02,327,0.654
131,163,0.326,10,0.02,327,0.654
132,163,0.326,10,0.02,327,0.654
133,163,0.326,11,0.022,326,0.652
134,163,0.326,11,0.022,326,0.652
135,163,0.326,13,0.026,324,0.648
136,163,0.326,15,0.03,322,0.644
137,163,0.326,14,0.028,323,0.646
138,163,0.326,14,0.028,323,0.646
139,163,0.326,13,0.026,324,0.648
140,163,0.326,14,0.028,323,0.646
141,163,0.326,13,0.026,324,0.648
142,163,0.326,11,0.022,326,0.652
143,163,0.326,10,0.02,327,0.654
144,163,0.326,11,0.022,326,0.652
145,163,0.326,10,0.02,327,0.654
146,163,0.326,10,0.02,327,0.654
147,163,0.326,9,0.018,328,0.656
148,163,0.326,9,0.018,328,0.656
149,163,0.326,10,0.02,327,0.654
150,163,0.326,12,0.024,325,0.65
151,163,0.326,13,0.026,324,0.648
152,163,0.326,13,0.026,324,0.648
153,163,0.326,12,0.024,325,0.65
154,163,0.326,11,0.022,326,0.652
155,163,0.326,11,0.022,326,0.652
156,163,0.326,11,0.022,326,0.652
157,163,0.326,11,0.022,326,0.652
158,163,0.326,8,0.016,329,0.658
159,163,0.326,10,0.02,327,0.654
160,163,0.326,7,0.014,330,0.66
161,163,0.326,8,0.016,329,0.658
162,163,0.326,8,0.016,329,0.658
163,163,0.326,9,0.018,328,0.656
164,163,0.326,8,0.016,329,0.658
165,163,0.326,9,0.018,328,0.656
166,163,0.326,9,0.018,328,0.656
167,163,0.326,9,0.018,328,0.656
168,163,0.326,8,0.016,329,0.658
169,163,0.326,9,0.018,328,0.656
170,163,0.326,9,0.018,328,0.656
171,163,0.326,10,0.02,327,0.654
172,163,0.326,9,0.018,328,0.656
173,163,0.326,9,0.018,328,0.656
174,163,0.326,9,0.018,328,0.656
175,163,0.326,9,0.018,328,0.656
176,163,0.326,8,0.016,329,0.658
177,163,0.326,8,0.016,329,0.658
178,163,0.326,7,0.014,330,0.66
179,163,0.326,9,0.018,328,0.656
180,163,0.326,7,0.014,330,0.66
181,163,0.326,6,0.012,331,0.662
182,163,0.326,6,0.012,331,0.662
183,163,0.326,8,0.016,329,0.658
184,163,0.326,6,0.012,331,0.662
185,163,0.326,6,0.012,331,0.662
186,162,0.324,6,0.012,332,0.664
187,162,0.324,6,0.012,332,0.664
188,162,0.324,5,0.01,333,0.666
189,162,0.324,4,0.008,334,0.668
190,162,0.324,3,0.006,335,0.67
191,162,0.324,3,0.006,335,0.67
192,162,0.324,4,0.008,334,0.668
193,162,0.324,5,0.01,333,0.666
194,162,0.324,6,0.012,332,0.664
195,162,0.324,3,0.006,335,0.67
196,162,0.324,3,0.006,335,0.67
197,162,0.324,3,0.006,335,0.67
198,162,0.324,3,0.006,335,0.67
199,162,0.324,3,0.006,335,0.67
200,162,0.324,4,0.008,334,0.668
201,162,0.324,3,0.006,335,0.67
202,162,0.324,3,0.006,335,0.67
203,162,0.324,3,0.006,335,0.67
204,162,0.324,2,0.004,336,0.672
205,162,0.324,1,0.002,337,0.674
206,162,0.324,1,0.002,337,0.674
207,162,0.324,1,0.002,337,0.674
208,162,0.324,,,338,0.676
209,162,0.324,,,338,0.676
210,162,0.324,,,338,0.676
211,162,0.324,,,338,0.676
212,162,0.324,,,338,0.676
213,162,0.324,,,338,0.676
214,162,0.324,,,338,0.676
215,162,0.324,,,338,0.676
216,162,0.324,,,338,0.676
217,162,0.324,,,338,0.676
218,162,0.324,,,338,0.676
219,162,0.324,,,338,0.676
220,162,0.324,,,338,0.676
221,162,0.324,,,338,0.676
222,162,0.324,,,338,0.676
223,162,0.324,,,338,0.676
224,162,0.324,,,338,0.676
225,162,0.324,,,338,0.676
226,162,0.324,,,338,0.676
227,162,0.324,,,338,0.676
228,162,0.324,,,338,0.676
229,162,0.324,,,338,0.676
230,162,0.324,,,338,0.676
231,162,0.324,,,338,0.676
232,162,0.324,,,338,0.676
233,162,0.324,,,338,0.676
234,162,0.324,,,338,0.676
235,162,0.324,,,338,0.676
236,162,0.324,,,338,0.676
237,162,0.324,,,338,0.676
238,162,0.324,,,338,0.676
239,162,0.324,,,338,0.676
240,162,0.324,,,338,0.676
241,162,0.324,,,338,0.676
242,162,0.324,,,338,0.676
243,162,0.324,,,338,0.676
244,162,0.324,,,338,0.676
245,162,0.324,,,338,0.676
246,162,0.324,,,338,0.676
247,162,0.324,,,338,0.676
248,162,0.324,,,338,0.676
249,162,0.324,,,338,0.676
250,162,0.324,,,338,0.676
251,162,0.324,,,338,0.676
252,162,0.324,,,338,0.676
253,162,0.324,,,338,0.676
254,162,0.324,,,338,0.676
255,162,0.324,,,338,0.676
256,162,0.324,,,338,0.676
257,162,0.324,,,338,0.676
258,162,0.324,,,338,0.676
259,162,0.324,,,338,0.676
260,162,0.324,,,338,0.676
261,162,0.324,,,338,0.676
262,162,0.324,,,338,0.676
263,162,0.324,,,338,0.676
264,162,0.324,,,338,0.676
265,162,0.324,,,338,0.676
266,162,0.324,,,338,0.676
267,162,0.324,,,338,0.676
268,162,0.324,,,338,0.676
269,162,0.324,,,338,0.676
270,162,0.324,,,338,0.676
271,162,0.324,,,338,0.676
272,162,0.324,,,338,0.676
273,162,0.324,,,338,0.676
274,162,0.324,,,338,0.676
275,162,0.324,,,338,0.676
276,162,0.324,,,338,0.676
277,162,0.324,,,338,0.676
278,162,0.324,,,338,0.676
279,162,0.324,,,338,0.676
280,162,0.324,,,338,0.676
281,162,0.324,,,338,0.676
282,162,0.324,,,338,0.676
283,162,0.324,,,338,0.676
284,162,0.324,,,338,0.676
285,162,0.324,,,338,0.676
286,162,0.324,,,338,0.676
287,162,0.324,,,338,0.676
288,162,0.324,,,338,0.676
289,162,0.324,,,338,0.676
290,162,0.324,,,338,0.676
291,162,0.324,,,338,0.676
292,162,0.324,,,338,0.676
293,162,0.324,,,338,0.676
294,162,0.324,,,338,0.676
295,162,0.324,,,338,0.676
296,162,0.324,,,338,0.676
297,162,0.324,,,338,0.676
298,162,0.324,,,338,0.676
299,162,0.324,,,338,0.676
300,162,0.324,,,338,0.676
