step,person-uninformed_num,person-uninformed_coverage,person-disinformed_num,person-disinformed_coverage,informator-not-informing_num,informator-not-informing_coverage,disinformator-disinforming_num,disinformator-disinforming_coverage,informator-informing_num,informator-informing_coverage,person-informed_num,person-informed_coverage
122,14,0.028112449799196786,40,0.08032128514056225,,,1,1.0,1,1.0,444,0.891566265060241
123,13,0.02610441767068273,38,0.07630522088353414,,,1,1.0,1,1.0,447,0.8975903614457831
124,13,0.02610441767068273,38,0.07630522088353414,,,1,1.0,1,1.0,447,0.8975903614457831
125,12,0.024096385542168676,36,0.07228915662650602,,,1,1.0,1,1.0,450,0.9036144578313253
126,12,0.024096385542168676,36,0.07228915662650602,,,1,1.0,1,1.0,450,0.9036144578313253
127,12,0.024096385542168676,40,0.08032128514056225,,,1,1.0,1,1.0,446,0.8955823293172691
128,10,0.020080321285140562,40,0.08032128514056225,,,1,1.0,1,1.0,448,0.8995983935742972
129,9,0.018072289156626505,40,0.08032128514056225,,,1,1.0,1,1.0,449,0.9016064257028112
130,8,0.01606425702811245,40,0.08032128514056225,,,1,1.0,1,1.0,450,0.9036144578313253
131,7,0.014056224899598393,39,0.0783132530120482,,,1,1.0,1,1.0,452,0.9076305220883534
132,7,0.014056224899598393,40,0.08032128514056225,,,1,1.0,1,1.0,451,0.9056224899598394
133,7,0.014056224899598393,39,0.0783132530120482,,,1,1.0,1,1.0,452,0.9076305220883534
134,7,0.014056224899598393,38,0.07630522088353414,,,1,1.0,1,1.0,453,0.9096385542168675
135,7,0.014056224899598393,38,0.07630522088353414,,,1,1.0,1,1.0,453,0.9096385542168675
136,6,0.012048192771084338,37,0.07429718875502007,,,1,1.0,1,1.0,455,0.9136546184738956
137,5,0.010040160642570281,39,0.0783132530120482,,,1,1.0,1,1.0,454,0.9116465863453815
138,5,0.010040160642570281,40,0.08032128514056225,,,1,1.0,1,1.0,453,0.9096385542168675
139,5,0.010040160642570281,40,0.08032128514056225,,,1,1.0,1,1.0,453,0.9096385542168675
140,5,0.010040160642570281,40,0.08032128514056225,,,1,1.0,1,1.0,453,0.9096385542168675
141,5,0.010040160642570281,42,0.08433734939759036,,,1,1.0,1,1.0,451,0.9056224899598394
142,4,0.008032128514056224,42,0.08433734939759036,,,1,1.0,1,1.0,452,0.9076305220883534
143,4,0.008032128514056224,43,0.08634538152610442,,,1,1.0,1,1.0,451,0.9056224899598394
144,4,0.008032128514056224,42,0.08433734939759036,,,1,1.0,1,1.0,452,0.9076305220883534
145,4,0.008032128514056224,42,0.08433734939759036,,,1,1.0,1,1.0,452,0.9076305220883534
146,4,0.008032128514056224,42,0.08433734939759036,,,1,1.0,1,1.0,452,0.9076305220883534
147,4,0.008032128514056224,41,0.0823293172690763,,,1,1.0,1,1.0,453,0.9096385542168675
148,4,0.008032128514056224,41,0.0823293172690763,,,1,1.0,1,1.0,453,0.9096385542168675
149,4,0.008032128514056224,40,0.08032128514056225,,,1,1.0,1,1.0,454,0.9116465863453815
150,3,0.006024096385542169,40,0.08032128514056225,,,1,1.0,1,1.0,455,0.9136546184738956
151,3,0.006024096385542169,40,0.08032128514056225,,,1,1.0,1,1.0,455,0.9136546184738956
152,2,0.004016064257028112,41,0.0823293172690763,,,1,1.0,1,1.0,455,0.9136546184738956
153,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
154,1,0.002008032128514056,42,0.08433734939759036,,,1,1.0,1,1.0,455,0.9136546184738956
155,1,0.002008032128514056,42,0.08433734939759036,,,1,1.0,1,1.0,455,0.9136546184738956
156,1,0.002008032128514056,42,0.08433734939759036,,,1,1.0,1,1.0,455,0.9136546184738956
157,1,0.002008032128514056,42,0.08433734939759036,,,1,1.0,1,1.0,455,0.9136546184738956
158,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
159,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
160,1,0.002008032128514056,44,0.08835341365461848,,,1,1.0,1,1.0,453,0.9096385542168675
161,1,0.002008032128514056,44,0.08835341365461848,,,1,1.0,1,1.0,453,0.9096385542168675
162,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
163,1,0.002008032128514056,45,0.09036144578313253,,,1,1.0,1,1.0,452,0.9076305220883534
164,1,0.002008032128514056,45,0.09036144578313253,,,1,1.0,1,1.0,452,0.9076305220883534
165,1,0.002008032128514056,44,0.08835341365461848,,,1,1.0,1,1.0,453,0.9096385542168675
166,1,0.002008032128514056,45,0.09036144578313253,,,1,1.0,1,1.0,452,0.9076305220883534
167,1,0.002008032128514056,45,0.09036144578313253,,,1,1.0,1,1.0,452,0.9076305220883534
168,1,0.002008032128514056,45,0.09036144578313253,,,1,1.0,1,1.0,452,0.9076305220883534
169,1,0.002008032128514056,44,0.08835341365461848,,,1,1.0,1,1.0,453,0.9096385542168675
170,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
171,1,0.002008032128514056,44,0.08835341365461848,,,1,1.0,1,1.0,453,0.9096385542168675
172,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
173,1,0.002008032128514056,43,0.08634538152610442,,,1,1.0,1,1.0,454,0.9116465863453815
174,1,0.002008032128514056,41,0.0823293172690763,,,1,1.0,1,1.0,456,0.9156626506024096
175,1,0.002008032128514056,40,0.08032128514056225,,,1,1.0,1,1.0,457,0.9176706827309237
176,1,0.002008032128514056,38,0.07630522088353414,,,1,1.0,1,1.0,459,0.9216867469879518
177,1,0.002008032128514056,37,0.07429718875502007,,,1,1.0,1,1.0,460,0.9236947791164659
178,1,0.002008032128514056,36,0.07228915662650602,,,1,1.0,1,1.0,461,0.9257028112449799
179,1,0.002008032128514056,36,0.07228915662650602,,,1,1.0,1,1.0,461,0.9257028112449799
180,1,0.002008032128514056,36,0.07228915662650602,,,1,1.0,1,1.0,461,0.9257028112449799
181,1,0.002008032128514056,36,0.07228915662650602,,,1,1.0,1,1.0,461,0.9257028112449799
182,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
183,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
184,,,36,0.07228915662650602,,,1,1.0,1,1.0,462,0.927710843373494
185,,,33,0.06626506024096386,,,1,1.0,1,1.0,465,0.9337349397590361
186,,,34,0.06827309236947791,,,1,1.0,1,1.0,464,0.9317269076305221
187,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
188,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
189,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
190,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
191,,,36,0.07228915662650602,,,1,1.0,1,1.0,462,0.927710843373494
192,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
193,,,36,0.07228915662650602,,,1,1.0,1,1.0,462,0.927710843373494
194,,,36,0.07228915662650602,,,1,1.0,1,1.0,462,0.927710843373494
195,,,36,0.07228915662650602,,,1,1.0,1,1.0,462,0.927710843373494
196,,,35,0.07028112449799197,,,1,1.0,1,1.0,463,0.929718875502008
197,,,34,0.06827309236947791,,,1,1.0,1,1.0,464,0.9317269076305221
198,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
199,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
200,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
201,,,29,0.05823293172690763,,,1,1.0,1,1.0,469,0.9417670682730924
202,,,26,0.05220883534136546,,,1,1.0,1,1.0,472,0.9477911646586346
203,,,27,0.05421686746987952,,,1,1.0,1,1.0,471,0.9457831325301205
204,,,27,0.05421686746987952,,,1,1.0,1,1.0,471,0.9457831325301205
205,,,28,0.05622489959839357,,,1,1.0,1,1.0,470,0.9437751004016064
206,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
207,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
208,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
209,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
210,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
211,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
212,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
213,,,32,0.0642570281124498,,,1,1.0,1,1.0,466,0.9357429718875502
214,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
215,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
216,,,29,0.05823293172690763,,,1,1.0,1,1.0,469,0.9417670682730924
217,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
218,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
219,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
220,,,28,0.05622489959839357,,,1,1.0,1,1.0,470,0.9437751004016064
221,,,30,0.060240963855421686,,,1,1.0,1,1.0,468,0.9397590361445783
222,,,31,0.06224899598393574,,,1,1.0,1,1.0,467,0.9377510040160643
223,,,33,0.06626506024096386,,,1,1.0,1,1.0,465,0.9337349397590361
224,,,32,0.0642570281124498,,,1,1.0,1,1.0,466,0.9357429718875502
225,,,33,0.06626506024096386,,,1,1.0,1,1.0,465,0.9337349397590361
226,,,34,0.06827309236947791,,,1,1.0,1,1.0,464,0.9317269076305221
227,,,37,0.07429718875502007,,,1,1.0,1,1.0,461,0.9257028112449799
228,,,38,0.07630522088353414,,,1,1.0,1,1.0,460,0.9236947791164659
229,,,40,0.08032128514056225,,,1,1.0,1,1.0,458,0.9196787148594378
230,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
231,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
232,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
233,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
234,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
235,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
236,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
237,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
238,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
239,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
240,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
241,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
242,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
243,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
244,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
245,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
246,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
247,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
248,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
249,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
250,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
251,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
252,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
253,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
254,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
255,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
256,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
257,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
258,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
259,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
260,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
261,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
262,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
263,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
264,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
265,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
266,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
267,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
268,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
269,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
270,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
271,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
272,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
273,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
274,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
275,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
276,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
277,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
278,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
279,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
280,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
281,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
282,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
283,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
284,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
285,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
286,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
287,,,41,0.0823293172690763,,,1,1.0,1,1.0,457,0.9176706827309237
288,,,42,0.08433734939759036,,,1,1.0,1,1.0,456,0.9156626506024096
289,,,43,0.08634538152610442,,,1,1.0,1,1.0,455,0.9136546184738956
290,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
291,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
292,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
293,,,44,0.08835341365461848,,,1,1.0,1,1.0,454,0.9116465863453815
294,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
295,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
296,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
297,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
298,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
299,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
300,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
301,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
302,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
303,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
304,,,45,0.09036144578313253,,,1,1.0,1,1.0,453,0.9096385542168675
