step,Sick State Simulation-healthy_num,Sick State Simulation-healthy_coverage,Sick State Simulation-infected_num,Sick State Simulation-infected_coverage,Sick State Simulation-recovered_num,Sick State Simulation-recovered_coverage
218,921,0.1842,190,0.038,3889,0.7778
219,918,0.1836,196,0.0392,3886,0.7772
220,914,0.1828,196,0.0392,3890,0.778
221,909,0.1818,196,0.0392,3895,0.779
222,907,0.1814,188,0.0376,3905,0.781
223,906,0.1812,178,0.0356,3916,0.7832
224,906,0.1812,178,0.0356,3916,0.7832
225,906,0.1812,178,0.0356,3916,0.7832
226,903,0.1806,184,0.0368,3913,0.7826
227,900,0.18,190,0.038,3910,0.782
228,897,0.1794,183,0.0366,3920,0.784
229,892,0.1784,174,0.0348,3934,0.7868
230,888,0.1776,170,0.034,3942,0.7884
231,884,0.1768,169,0.0338,3947,0.7894
232,883,0.1766,164,0.0328,3953,0.7906
233,878,0.1756,162,0.0324,3960,0.792
234,874,0.1748,164,0.0328,3962,0.7924
235,871,0.1742,162,0.0324,3967,0.7934
236,870,0.174,164,0.0328,3966,0.7932
237,869,0.1738,166,0.0332,3965,0.793
238,868,0.1736,170,0.034,3962,0.7924
239,866,0.1732,169,0.0338,3965,0.793
240,861,0.1722,166,0.0332,3973,0.7946
241,860,0.172,170,0.034,3970,0.794
242,859,0.1718,170,0.034,3971,0.7942
243,859,0.1718,162,0.0324,3979,0.7958
244,856,0.1712,157,0.0314,3987,0.7974
245,856,0.1712,151,0.0302,3993,0.7986
246,856,0.1712,149,0.0298,3995,0.799
247,855,0.171,147,0.0294,3998,0.7996
248,853,0.1706,146,0.0292,4001,0.8002
249,853,0.1706,148,0.0296,3999,0.7998
250,852,0.1704,145,0.029,4003,0.8006
251,851,0.1702,150,0.03,3999,0.7998
252,851,0.1702,143,0.0286,4006,0.8012
253,850,0.17,146,0.0292,4004,0.8008
254,847,0.1694,144,0.0288,4009,0.8018
255,844,0.1688,137,0.0274,4019,0.8038
256,840,0.168,144,0.0288,4016,0.8032
257,840,0.168,139,0.0278,4021,0.8042
258,840,0.168,135,0.027,4025,0.805
259,839,0.1678,137,0.0274,4024,0.8048
260,838,0.1676,134,0.0268,4028,0.8056
261,837,0.1674,134,0.0268,4029,0.8058
262,837,0.1674,134,0.0268,4029,0.8058
263,836,0.1672,133,0.0266,4031,0.8062
264,836,0.1672,130,0.026,4034,0.8068
265,836,0.1672,124,0.0248,4040,0.808
266,834,0.1668,111,0.0222,4055,0.811
267,834,0.1668,106,0.0212,4060,0.812
268,834,0.1668,100,0.02,4066,0.8132
269,833,0.1666,102,0.0204,4065,0.813
270,833,0.1666,100,0.02,4067,0.8134
271,833,0.1666,94,0.0188,4073,0.8146
272,832,0.1664,95,0.019,4073,0.8146
273,830,0.166,94,0.0188,4076,0.8152
274,829,0.1658,90,0.018,4081,0.8162
275,828,0.1656,87,0.0174,4085,0.817
276,826,0.1652,88,0.0176,4086,0.8172
277,824,0.1648,87,0.0174,4089,0.8178
278,821,0.1642,87,0.0174,4092,0.8184
279,818,0.1636,82,0.0164,4100,0.82
280,818,0.1636,78,0.0156,4104,0.8208
281,817,0.1634,77,0.0154,4106,0.8212
282,815,0.163,79,0.0158,4106,0.8212
283,812,0.1624,81,0.0162,4107,0.8214
284,811,0.1622,80,0.016,4109,0.8218
285,811,0.1622,88,0.0176,4101,0.8202
286,808,0.1616,89,0.0178,4103,0.8206
287,807,0.1614,88,0.0176,4105,0.821
288,806,0.1612,98,0.0196,4096,0.8192
289,804,0.1608,94,0.0188,4102,0.8204
290,804,0.1608,90,0.018,4106,0.8212
291,804,0.1608,84,0.0168,4112,0.8224
292,804,0.1608,85,0.017,4111,0.8222
293,804,0.1608,85,0.017,4111,0.8222
294,804,0.1608,81,0.0162,4115,0.823
295,804,0.1608,84,0.0168,4112,0.8224
296,803,0.1606,86,0.0172,4111,0.8222
297,800,0.16,83,0.0166,4117,0.8234
298,799,0.1598,84,0.0168,4117,0.8234
299,799,0.1598,78,0.0156,4123,0.8246
300,798,0.1596,84,0.0168,4118,0.8236
