step,Sick State Simulation-healthy_num,Sick State Simulation-healthy_coverage,Sick State Simulation-infected_num,Sick State Simulation-infected_coverage,Sick State Simulation-recovered_num,Sick State Simulation-recovered_coverage
67,118,0.236,45,0.09,337,0.674
68,116,0.232,47,0.094,337,0.674
69,116,0.232,44,0.088,340,0.68
70,115,0.23,43,0.086,342,0.684
71,115,0.23,43,0.086,342,0.684
72,115,0.23,45,0.09,340,0.68
73,115,0.23,41,0.082,344,0.688
74,115,0.23,39,0.078,346,0.692
75,115,0.23,34,0.068,351,0.702
76,115,0.23,33,0.066,352,0.704
77,115,0.23,32,0.064,353,0.706
78,115,0.23,31,0.062,354,0.708
79,115,0.23,31,0.062,354,0.708
80,115,0.23,29,0.058,356,0.712
81,115,0.23,28,0.056,357,0.714
82,115,0.23,25,0.05,360,0.72
83,115,0.23,21,0.042,364,0.728
84,115,0.23,23,0.046,362,0.724
85,115,0.23,26,0.052,359,0.718
86,115,0.23,25,0.05,360,0.72
87,115,0.23,23,0.046,362,0.724
88,115,0.23,23,0.046,362,0.724
89,115,0.23,26,0.052,359,0.718
90,115,0.23,24,0.048,361,0.722
91,115,0.23,25,0.05,360,0.72
92,115,0.23,24,0.048,361,0.722
93,114,0.228,22,0.044,364,0.728
94,114,0.228,23,0.046,363,0.726
95,114,0.228,25,0.05,361,0.722
96,114,0.228,26,0.052,360,0.72
97,113,0.226,27,0.054,360,0.72
98,112,0.224,27,0.054,361,0.722
99,112,0.224,30,0.06,358,0.716
100,112,0.224,31,0.062,357,0.714
101,111,0.222,28,0.056,361,0.722
102,111,0.222,26,0.052,363,0.726
103,111,0.222,23,0.046,366,0.732
104,111,0.222,23,0.046,366,0.732
105,110,0.22,23,0.046,367,0.734
106,110,0.22,19,0.038,371,0.742
107,110,0.22,17,0.034,373,0.746
108,109,0.218,17,0.034,374,0.748
109,109,0.218,19,0.038,372,0.744
110,108,0.216,23,0.046,369,0.738
111,108,0.216,20,0.04,372,0.744
112,108,0.216,19,0.038,373,0.746
113,108,0.216,19,0.038,373,0.746
114,107,0.214,21,0.042,372,0.744
115,107,0.214,19,0.038,374,0.748
116,107,0.214,20,0.04,373,0.746
117,107,0.214,17,0.034,376,0.752
118,107,0.214,16,0.032,377,0.754
119,107,0.214,16,0.032,377,0.754
120,107,0.214,16,0.032,377,0.754
121,106,0.212,18,0.036,376,0.752
122,106,0.212,19,0.038,375,0.75
123,105,0.21,19,0.038,376,0.752
124,105,0.21,18,0.036,377,0.754
125,104,0.208,19,0.038,377,0.754
126,104,0.208,20,0.04,376,0.752
127,103,0.206,20,0.04,377,0.754
128,103,0.206,19,0.038,378,0.756
129,103,0.206,17,0.034,380,0.76
130,103,0.206,17,0.034,380,0.76
131,103,0.206,18,0.036,379,0.758
132,102,0.204,18,0.036,380,0.76
133,102,0.204,18,0.036,380,0.76
134,102,0.204,17,0.034,381,0.762
135,102,0.204,17,0.034,381,0.762
136,102,0.204,15,0.03,383,0.766
137,100,0.2,18,0.036,382,0.764
138,99,0.198,17,0.034,384,0.768
139,98,0.196,18,0.036,384,0.768
140,98,0.196,18,0.036,384,0.768
141,97,0.194,17,0.034,386,0.772
142,97,0.194,19,0.038,384,0.768
143,97,0.194,18,0.036,385,0.77
144,97,0.194,18,0.036,385,0.77
145,97,0.194,15,0.03,388,0.776
146,97,0.194,16,0.032,387,0.774
147,97,0.194,16,0.032,387,0.774
148,97,0.194,13,0.026,390,0.78
149,97,0.194,11,0.022,392,0.784
150,97,0.194,10,0.02,393,0.786
151,97,0.194,12,0.024,391,0.782
152,97,0.194,13,0.026,390,0.78
153,97,0.194,11,0.022,392,0.784
154,97,0.194,10,0.02,393,0.786
155,97,0.194,12,0.024,391,0.782
156,97,0.194,12,0.024,391,0.782
157,97,0.194,11,0.022,392,0.784
158,97,0.194,12,0.024,391,0.782
159,97,0.194,14,0.028,389,0.778
160,97,0.194,14,0.028,389,0.778
161,97,0.194,13,0.026,390,0.78
162,96,0.192,12,0.024,392,0.784
163,96,0.192,11,0.022,393,0.786
164,96,0.192,10,0.02,394,0.788
165,96,0.192,11,0.022,393,0.786
166,95,0.19,13,0.026,392,0.784
167,95,0.19,14,0.028,391,0.782
168,95,0.19,15,0.03,390,0.78
169,95,0.19,11,0.022,394,0.788
170,95,0.19,13,0.026,392,0.784
171,95,0.19,14,0.028,391,0.782
172,95,0.19,12,0.024,393,0.786
173,95,0.19,12,0.024,393,0.786
174,95,0.19,11,0.022,394,0.788
175,95,0.19,11,0.022,394,0.788
176,95,0.19,13,0.026,392,0.784
177,95,0.19,13,0.026,392,0.784
178,95,0.19,12,0.024,393,0.786
179,95,0.19,13,0.026,392,0.784
180,95,0.19,14,0.028,391,0.782
181,95,0.19,14,0.028,391,0.782
182,95,0.19,13,0.026,392,0.784
183,95,0.19,15,0.03,390,0.78
184,95,0.19,16,0.032,389,0.778
185,95,0.19,14,0.028,391,0.782
186,95,0.19,12,0.024,393,0.786
187,95,0.19,14,0.028,391,0.782
188,95,0.19,13,0.026,392,0.784
189,95,0.19,15,0.03,390,0.78
190,95,0.19,13,0.026,392,0.784
191,95,0.19,14,0.028,391,0.782
192,95,0.19,15,0.03,390,0.78
193,95,0.19,16,0.032,389,0.778
194,95,0.19,15,0.03,390,0.78
195,95,0.19,13,0.026,392,0.784
196,95,0.19,12,0.024,393,0.786
197,95,0.19,12,0.024,393,0.786
198,95,0.19,13,0.026,392,0.784
199,94,0.188,14,0.028,392,0.784
200,93,0.186,12,0.024,395,0.79
201,92,0.184,15,0.03,393,0.786
202,90,0.18,17,0.034,393,0.786
203,90,0.18,15,0.03,395,0.79
204,89,0.178,18,0.036,393,0.786
205,88,0.176,21,0.042,391,0.782
206,85,0.17,25,0.05,390,0.78
207,81,0.162,24,0.048,395,0.79
208,78,0.156,27,0.054,395,0.79
209,76,0.152,28,0.056,396,0.792
210,76,0.152,24,0.048,400,0.8
211,76,0.152,21,0.042,403,0.806
212,75,0.15,19,0.038,406,0.812
213,74,0.148,18,0.036,408,0.816
214,74,0.148,16,0.032,410,0.82
215,74,0.148,17,0.034,409,0.818
216,74,0.148,18,0.036,408,0.816
217,74,0.148,14,0.028,412,0.824
218,74,0.148,12,0.024,414,0.828
219,74,0.148,11,0.022,415,0.83
220,74,0.148,10,0.02,416,0.832
221,74,0.148,10,0.02,416,0.832
222,74,0.148,10,0.02,416,0.832
223,74,0.148,10,0.02,416,0.832
224,74,0.148,9,0.018,417,0.834
225,74,0.148,9,0.018,417,0.834
226,74,0.148,6,0.012,420,0.84
227,74,0.148,5,0.01,421,0.842
228,74,0.148,5,0.01,421,0.842
229,74,0.148,4,0.008,422,0.844
230,74,0.148,5,0.01,421,0.842
231,74,0.148,5,0.01,421,0.842
232,74,0.148,5,0.01,421,0.842
233,74,0.148,5,0.01,421,0.842
234,74,0.148,6,0.012,420,0.84
235,74,0.148,5,0.01,421,0.842
236,74,0.148,6,0.012,420,0.84
237,74,0.148,6,0.012,420,0.84
238,74,0.148,6,0.012,420,0.84
239,74,0.148,6,0.012,420,0.84
240,74,0.148,5,0.01,421,0.842
241,74,0.148,5,0.01,421,0.842
242,74,0.148,6,0.012,420,0.84
243,74,0.148,7,0.014,419,0.838
244,74,0.148,9,0.018,417,0.834
245,74,0.148,8,0.016,418,0.836
246,74,0.148,8,0.016,418,0.836
247,74,0.148,8,0.016,418,0.836
248,74,0.148,7,0.014,419,0.838
249,74,0.148,6,0.012,420,0.84
250,74,0.148,6,0.012,420,0.84
251,74,0.148,7,0.014,419,0.838
252,74,0.148,5,0.01,421,0.842
253,74,0.148,5,0.01,421,0.842
254,74,0.148,5,0.01,421,0.842
255,74,0.148,6,0.012,420,0.84
256,73,0.146,6,0.012,421,0.842
257,73,0.146,5,0.01,422,0.844
258,73,0.146,4,0.008,423,0.846
259,73,0.146,4,0.008,423,0.846
260,73,0.146,5,0.01,422,0.844
261,73,0.146,5,0.01,422,0.844
262,73,0.146,5,0.01,422,0.844
263,73,0.146,5,0.01,422,0.844
264,73,0.146,5,0.01,422,0.844
265,73,0.146,6,0.012,421,0.842
266,73,0.146,6,0.012,421,0.842
267,73,0.146,6,0.012,421,0.842
268,73,0.146,7,0.014,420,0.84
269,73,0.146,6,0.012,421,0.842
270,73,0.146,5,0.01,422,0.844
271,73,0.146,4,0.008,423,0.846
272,73,0.146,5,0.01,422,0.844
273,73,0.146,5,0.01,422,0.844
274,73,0.146,3,0.006,424,0.848
275,73,0.146,3,0.006,424,0.848
276,73,0.146,2,0.004,425,0.85
277,73,0.146,3,0.006,424,0.848
278,73,0.146,3,0.006,424,0.848
279,73,0.146,4,0.008,423,0.846
280,73,0.146,4,0.008,423,0.846
281,73,0.146,3,0.006,424,0.848
282,73,0.146,4,0.008,423,0.846
283,73,0.146,2,0.004,425,0.85
284,73,0.146,2,0.004,425,0.85
285,73,0.146,,,427,0.854
286,73,0.146,,,427,0.854
287,73,0.146,,,427,0.854
288,73,0.146,,,427,0.854
289,73,0.146,,,427,0.854
290,73,0.146,,,427,0.854
291,73,0.146,,,427,0.854
292,73,0.146,,,427,0.854
293,73,0.146,,,427,0.854
294,73,0.146,,,427,0.854
295,73,0.146,,,427,0.854
296,73,0.146,,,427,0.854
297,73,0.146,,,427,0.854
298,73,0.146,,,427,0.854
299,73,0.146,,,427,0.854
300,73,0.146,,,427,0.854
