step,Sick State Simulation-healthy_num,Sick State Simulation-healthy_coverage,Sick State Simulation-infected_num,Sick State Simulation-infected_coverage,Sick State Simulation-recovered_num,Sick State Simulation-recovered_coverage
1,289,0.9633333333333334,8,0.02666666666666667,3,0.01
2,285,0.95,11,0.03666666666666667,4,0.013333333333333334
3,278,0.9266666666666666,18,0.06,4,0.013333333333333334
4,271,0.9033333333333333,22,0.07333333333333333,7,0.023333333333333334
5,266,0.8866666666666667,25,0.08333333333333333,9,0.03
6,256,0.8533333333333334,33,0.11,11,0.03666666666666667
7,250,0.8333333333333334,34,0.11333333333333333,16,0.05333333333333334
8,242,0.8066666666666666,41,0.13666666666666666,17,0.056666666666666664
9,233,0.7766666666666666,49,0.16333333333333333,18,0.06
10,223,0.7433333333333333,51,0.17,26,0.08666666666666667
11,210,0.7,57,0.19,33,0.11
12,201,0.67,61,0.20333333333333334,38,0.12666666666666668
13,188,0.6266666666666667,70,0.23333333333333334,42,0.14
14,179,0.5966666666666667,72,0.24,49,0.16333333333333333
15,169,0.5633333333333334,75,0.25,56,0.18666666666666668
16,158,0.5266666666666666,79,0.2633333333333333,63,0.21
17,139,0.4633333333333333,94,0.31333333333333335,67,0.22333333333333333
18,129,0.43,92,0.30666666666666664,79,0.2633333333333333
19,124,0.41333333333333333,89,0.2966666666666667,87,0.29
20,120,0.4,87,0.29,93,0.31
21,113,0.37666666666666665,85,0.2833333333333333,102,0.34
22,106,0.35333333333333333,84,0.28,110,0.36666666666666664
23,101,0.33666666666666667,79,0.2633333333333333,120,0.4
24,100,0.3333333333333333,74,0.24666666666666667,126,0.42
25,99,0.33,68,0.22666666666666666,133,0.44333333333333336
26,97,0.3233333333333333,68,0.22666666666666666,135,0.45
27,95,0.31666666666666665,65,0.21666666666666667,140,0.4666666666666667
28,94,0.31333333333333335,61,0.20333333333333334,145,0.48333333333333334
29,93,0.31,58,0.19333333333333333,149,0.49666666666666665
30,92,0.30666666666666664,57,0.19,151,0.5033333333333333
31,91,0.30333333333333334,53,0.17666666666666667,156,0.52
32,90,0.3,52,0.17333333333333334,158,0.5266666666666666
33,90,0.3,54,0.18,156,0.52
34,89,0.2966666666666667,46,0.15333333333333332,165,0.55
35,87,0.29,42,0.14,171,0.57
36,86,0.2866666666666667,39,0.13,175,0.5833333333333334
37,86,0.2866666666666667,37,0.12333333333333334,177,0.59
38,85,0.2833333333333333,36,0.12,179,0.5966666666666667
39,84,0.28,37,0.12333333333333334,179,0.5966666666666667
40,84,0.28,38,0.12666666666666668,178,0.5933333333333334
41,83,0.27666666666666667,38,0.12666666666666668,179,0.5966666666666667
42,81,0.27,35,0.11666666666666667,184,0.6133333333333333
43,81,0.27,36,0.12,183,0.61
44,81,0.27,33,0.11,186,0.62
45,81,0.27,32,0.10666666666666667,187,0.6233333333333333
46,81,0.27,30,0.1,189,0.63
47,81,0.27,28,0.09333333333333334,191,0.6366666666666667
48,80,0.26666666666666666,24,0.08,196,0.6533333333333333
49,80,0.26666666666666666,25,0.08333333333333333,195,0.65
50,80,0.26666666666666666,22,0.07333333333333333,198,0.66
51,80,0.26666666666666666,17,0.056666666666666664,203,0.6766666666666666
52,80,0.26666666666666666,15,0.05,205,0.6833333333333333
53,80,0.26666666666666666,12,0.04,208,0.6933333333333334
54,80,0.26666666666666666,12,0.04,208,0.6933333333333334
55,80,0.26666666666666666,10,0.03333333333333333,210,0.7
56,80,0.26666666666666666,10,0.03333333333333333,210,0.7
57,80,0.26666666666666666,9,0.03,211,0.7033333333333334
58,80,0.26666666666666666,9,0.03,211,0.7033333333333334
59,80,0.26666666666666666,8,0.02666666666666667,212,0.7066666666666667
60,80,0.26666666666666666,7,0.023333333333333334,213,0.71
61,80,0.26666666666666666,7,0.023333333333333334,213,0.71
62,80,0.26666666666666666,5,0.016666666666666666,215,0.7166666666666667
63,80,0.26666666666666666,5,0.016666666666666666,215,0.7166666666666667
64,80,0.26666666666666666,4,0.013333333333333334,216,0.72
65,80,0.26666666666666666,4,0.013333333333333334,216,0.72
66,80,0.26666666666666666,4,0.013333333333333334,216,0.72
67,80,0.26666666666666666,4,0.013333333333333334,216,0.72
68,80,0.26666666666666666,5,0.016666666666666666,215,0.7166666666666667
69,80,0.26666666666666666,4,0.013333333333333334,216,0.72
70,79,0.2633333333333333,5,0.016666666666666666,216,0.72
71,79,0.2633333333333333,4,0.013333333333333334,217,0.7233333333333334
72,79,0.2633333333333333,4,0.013333333333333334,217,0.7233333333333334
73,79,0.2633333333333333,4,0.013333333333333334,217,0.7233333333333334
74,79,0.2633333333333333,4,0.013333333333333334,217,0.7233333333333334
75,79,0.2633333333333333,3,0.01,218,0.7266666666666667
76,79,0.2633333333333333,3,0.01,218,0.7266666666666667
77,79,0.2633333333333333,3,0.01,218,0.7266666666666667
78,79,0.2633333333333333,3,0.01,218,0.7266666666666667
